source_name,source_url,scholarship_title,provider_name,target_degree_level,application_url,host_country,institution,eligible_countries,eligible_nationalities,eligible_fields_of_study,funding_type,funding_amount_min,funding_amount_max,currency,coverage_items,application_open_date,application_deadline,intake_term_year,requirements_text,language_requirements,source_last_seen_at,content_hash,is_active
Commonwealth Scholarship Commission,https://cscuk.fcdo.gov.uk/scholarships/,Commonwealth Startup Fellowship – information for candidates,Commonwealth Scholarship Commission,Postgraduate/Masters,https://cscuk.fcdo.gov.uk/scholarships/commonwealth-startup-fellowship-information-for-candidates/,,,,,,,,,,,,,,Commonwealth Startup Fellowship – information for candidates,,2026-02-23T16:13:28.682775,690e77e6828de32fee181fdcc3509071ad52c8dc5fc3ac0f70cd409a95c56b39,True
Commonwealth Scholarship Commission,https://cscuk.fcdo.gov.uk/scholarships/,Commonwealth Professional Fellowships – information for UK Host organisations,Commonwealth Scholarship Commission,Postgraduate/Masters,https://cscuk.fcdo.gov.uk/scholarships/commonwealth-professional-fellowships-information-for-uk-host-organisations/,,,,,,,,,,,,,,Commonwealth Professional Fellowships – information for UK Host organisations,,2026-02-23T16:13:28.682822,a2127358401d091ec706a7e2116d257bb22d9ff776b2fa783b93afbdcde5a2a0,True
Commonwealth Scholarship Commission,https://cscuk.fcdo.gov.uk/scholarships/,Commonwealth Distance Learning Master’s Scholarships,Commonwealth Scholarship Commission,Postgraduate/Masters,https://cscuk.fcdo.gov.uk/scholarships/commonwealth-distance-learning-scholarships-candidates/,,,,,,,,,,,,,,Commonwealth Distance Learning Master’s Scholarships,,2026-02-23T16:13:28.682855,d0e64d11fa4f69d0d754ee5c970a2eece6390bce5b6cd2a3695e464f2b223633,True
Commonwealth Scholarship Commission,https://cscuk.fcdo.gov.uk/scholarships/,Commonwealth Master’s Scholarships,Commonwealth Scholarship Commission,Postgraduate/Masters,https://cscuk.fcdo.gov.uk/scholarships/commonwealth-masters-scholarships/,,,,,,,,,,,,,,Commonwealth Master’s Scholarships,,2026-02-23T16:13:28.682897,4479b16d1c7321f5df14dce55a56fab72debe50976cd77b21b674b30246867fd,True
Commonwealth Scholarship Commission,https://cscuk.fcdo.gov.uk/scholarships/,Commonwealth Professional Fellowships – information for prospective Fellows,Commonwealth Scholarship Commission,Postgraduate/Masters,https://cscuk.fcdo.gov.uk/scholarships/commonwealth-professional-fellowships-information-for-candidates/,,,,,,,,,,,,,,Commonwealth Professional Fellowships – information for prospective Fellows,,2026-02-23T16:13:28.682927,3669ef9809fde222baf11a33a7b74000a8926631fd38c94776d3f609827909f9,True
Scholars4Dev Masters Scholarships,https://www.scholars4dev.com/category/scholarships-by-degree/masters-scholarships/,Manaaki New Zealand Scholarships for International Students,Scholars4Dev Masters Scholarships,Postgraduate/Masters,https://www.scholars4dev.com/2786/new-zealand-development-scholarships-for-africans-asians-latin-americans-and-pacific-islanders/,,,,,,,,,,,,,,Manaaki New Zealand Scholarships for International Students,,2026-02-23T16:14:04.177076,339ea6175099ac18fd307817bd737294505e7bc2a50ea7231828387551b3c427,True
Scholars4Dev Masters Scholarships,https://www.scholars4dev.com/category/scholarships-by-degree/masters-scholarships/,UAL/ISH International Postgraduate Scholarships,Scholars4Dev Masters Scholarships,Postgraduate/Masters,https://www.scholars4dev.com/11659/ishual-graduate-scholarships-for-international-students/,,,,,,,,,,,,,,UAL/ISH International Postgraduate Scholarships,,2026-02-23T16:14:04.177101,e44723d5c35e773188d175581348bf13aeab915342879a1712d6d40fcab44d5f,True
Scholars4Dev Masters Scholarships,https://www.scholars4dev.com/category/scholarships-by-degree/masters-scholarships/,Government of Flanders Master Mind Scholarships for International Students,Scholars4Dev Masters Scholarships,Postgraduate/Masters,https://www.scholars4dev.com/14865/government-of-flanders-master-mind-scholarships-for-international-students/,,,,,,,,,,,,,,Government of Flanders Master Mind Scholarships for International Students,,2026-02-23T16:14:04.177189,226a383f2fb9f46496d4b09ee0635a67d27fa2163e18794756b394350f8a7c69,True
Scholars4Dev Masters Scholarships,https://www.scholars4dev.com/category/scholarships-by-degree/masters-scholarships/,Université Paris-Saclay International Master’s Scholarships,Scholars4Dev Masters Scholarships,Postgraduate/Masters,https://www.scholars4dev.com/15259/universite-paris-saclay-international-masters-scholarships-2/,,,,,,,,,,,,,,Université Paris-Saclay International Master’s Scholarships,,2026-02-23T16:14:04.177220,1a103d177009bfffe65e08bddb50f2bfd53c7175464e6a482555840173f9eb60,True
ScholarshipTab International Students,https://www.scholarshiptab.com/scholarships-for/international-students,2026 WASCAL Scholarship by German Government,ScholarshipTab International Students,Postgraduate/Masters,https://www.scholarshiptab.com/scholarships/2026-wascal-scholarship-in-germany,,,,,,,,,,,,,,2026 WASCAL Scholarship by German Government,,2026-02-23T16:14:07.520551,7403d7a0fad09a4f62d468b73e97d86c13df417dd6f73ad9fe3a5423db39fdd4,True
ScholarshipTab International Students,https://www.scholarshiptab.com/scholarships-for/international-students,2026 Albukhary International University Scholarship in Malaysia,ScholarshipTab International Students,Postgraduate/Masters,https://www.scholarshiptab.com/scholarships/2026-albukhary-international-university-scholarship-in-malaysia,,,,,,,,,,,,,,2026 Albukhary International University Scholarship in Malaysia,,2026-02-23T16:14:07.520601,9144c5484dff543496d58e762dcb8f9bc75a9a6366e1c2439b3d9a6ab8870373,True
ScholarshipTab International Students,https://www.scholarshiptab.com/scholarships-for/international-students,Commonwealth Distance Learning Master's Scholarships in UK 2026,ScholarshipTab International Students,Postgraduate/Masters,https://www.scholarshiptab.com/scholarships/commonwealth-distance-learning-master-s-scholarships-in-uk-2026,,,,,,,,,,,,,,Commonwealth Distance Learning Master's Scholarships in UK 2026,,2026-02-23T16:14:07.520618,631fab2c73d3d3e8511077ee18c40ca0e957520660b0d5ad6ba00cd439735a2c,True
ScholarshipTab International Students,https://www.scholarshiptab.com/scholarships-for/international-students,AFRIKA KOMMT! Scholarship in Germany 2026,ScholarshipTab International Students,Postgraduate/Masters,https://www.scholarshiptab.com/scholarships/afrika-kommt-sholarship-in-germany-2026,,,,,,,,,,,,,,AFRIKA KOMMT! Scholarship in Germany 2026,,2026-02-23T16:14:07.520632,30d4949cde3bac63a0954dbb1649b2e4b8c274f82ab4a9ec35def506f4af11b2,True
ScholarshipTab International Students,https://www.scholarshiptab.com/scholarships-for/international-students,2026 University College London Global Undergraduate Scholarship (UCL),ScholarshipTab International Students,Postgraduate/Masters,https://www.scholarshiptab.com/scholarships/2026-university-college-london-global-undergraduate-scholarship-ucl,,,,,,,,,,,,,,2026 University College London Global Undergraduate Scholarship (UCL),,2026-02-23T16:14:07.520646,a79872179af1928efdce22abeae7306feaa348f9a98d95c40951445e744de418,True
ScholarshipTab International Students,https://www.scholarshiptab.com/scholarships-for/international-students,Romanian Government Scholarship 2026,ScholarshipTab International Students,Postgraduate/Masters,https://www.scholarshiptab.com/scholarships/romanian-government-scholarship-2026,,,,,,,,,,,,,,Romanian Government Scholarship 2026,,2026-02-23T16:14:07.520672,8ddac1ed4ab39ba9f6b13ce53909f88f41f9b3dea068c036467f32221067324d,True
ScholarshipTab International Students,https://www.scholarshiptab.com/scholarships-for/international-students,Master Mind Scholarship 2026-2027 in Belgium,ScholarshipTab International Students,Postgraduate/Masters,https://www.scholarshiptab.com/scholarships/government-of-flanders-master-mind-scholarship-2026,,,,,,,,,,,,,,Master Mind Scholarship 2026-2027 in Belgium,,2026-02-23T16:14:07.520683,eba6eb08d9835d601ee61e1e5573dbf609a1004b385ad17dcbc09c259855123c,True
ScholarshipTab International Students,https://www.scholarshiptab.com/scholarships-for/international-students,Global Korea Scholarship (GKS) for Graduate Students 2026,ScholarshipTab International Students,Postgraduate/Masters,https://www.scholarshiptab.com/scholarships/global-korea-scholarship-gks-for-graduate-students-2026,,,,,,,,,,,,,,Global Korea Scholarship (GKS) for Graduate Students 2026,,2026-02-23T16:14:07.520696,43dea50c87d32ad794a51b7e16883c54f72f9ab823b0711c11d2c1d78f2cd29e,True
ScholarshipTab International Students,https://www.scholarshiptab.com/scholarships-for/international-students,2026 ALBA Graduate Business School NielsenIQ Scholarship,ScholarshipTab International Students,Postgraduate/Masters,https://www.scholarshiptab.com/scholarships/2026-alba-graduate-business-school-nielseniq-scholarship,,,,,,,,,,,,,,2026 ALBA Graduate Business School NielsenIQ Scholarship,,2026-02-23T16:14:07.520760,3023ce5a75b41dc27cce498ab29362d383e04a916d874e5dd178a13d02708638,True
ScholarshipTab International Students,https://www.scholarshiptab.com/scholarships-for/international-students,2026 ALBA Graduate Business School Sev (Hellenic Foundation of Enterprises) Scholarships,ScholarshipTab International Students,Postgraduate/Masters,https://www.scholarshiptab.com/scholarships/2026-alba-graduate-business-school-sev-hellenic-foundation-of-enterprises-scholarships,,,,,,,,,,,,,,2026 ALBA Graduate Business School Sev (Hellenic Foundation of Enterprises) Scholarships,,2026-02-23T16:14:07.520773,e1bb1c7a34e2e41e49184fc038be5139ed49030d63b498e6039a0f05f8bd19a9,True
ScholarshipTab International Students,https://www.scholarshiptab.com/scholarships-for/international-students,UCL200 Laws MSc Law and Finance Opportunity Scholarship 2026-27,ScholarshipTab International Students,Postgraduate/Masters,https://www.scholarshiptab.com/scholarships/ucl200-laws-msc-law-and-finance-opportunity-scholarship-2026-27,,,,,,,,,,,,,,UCL200 Laws MSc Law and Finance Opportunity Scholarship 2026-27,,2026-02-23T16:14:07.520800,2c37a1c8972fe5d53d026706795e07a950ec83434f3c6067190ee5e925e0e67b,True
Opportunities For Africans Scholarships,https://www.opportunitiesforafricans.com/category/scholarships/,Commonwealth Distance Learning Master’s Scholarships 2026/2027 for developing Commonwealth countries (Fully Funded),Opportunities For Africans Scholarships,Postgraduate/Masters,https://www.opportunitiesforafricans.com/commonwealth-distance-learning-masters-scholarships-2026-2027/,,,,,,,,,,,,,,Commonwealth Distance Learning Master’s Scholarships 2026/2027 for developing Commonwealth countries (Fully Funded),,2026-02-23T16:14:10.835990,3611d8de2b5e71f5b7c73475d6e27183971265855d609d789a02e4dcef168d06,True
Opportunities For Africans Scholarships,https://www.opportunitiesforafricans.com/category/scholarships/,Ban Ki-moon Global Citizen Scholarship Program 2026 for young changemakers (USD 500 seed grant ),Opportunities For Africans Scholarships,Postgraduate/Masters,https://www.opportunitiesforafricans.com/ban-ki-moon-global-citizen-scholarship-program-2026/,,,,,,,,,,,,,,Ban Ki-moon Global Citizen Scholarship Program 2026 for young changemakers (USD 500 seed grant ),,2026-02-23T16:14:10.836008,45e413fb85b9bac937793c4c93823713ec3a4cb9446853365a96e668189b5c95,True
Opportunities For Africans Scholarships,https://www.opportunitiesforafricans.com/category/scholarships/,The National Film and Video Foundation (NFVF) Bursary Programme 2026 for Film & TV Postgraduate Studies.,Opportunities For Africans Scholarships,Postgraduate/Masters,https://www.opportunitiesforafricans.com/the-national-film-and-video-foundation-nfvf-bursary-programme-2026/,,,,,,,,,,,,,,The National Film and Video Foundation (NFVF) Bursary Programme 2026 for Film & TV Postgraduate Studies.,,2026-02-23T16:14:10.836062,d0180705bf4b520de7de6e712a59155b4b4521d0eab824d11b4cf15d3678f387,True
Opportunities For Africans Scholarships,https://www.opportunitiesforafricans.com/category/scholarships/,"Romanian Government (Undergraduate, Masters & PhD) Scholarships 2026/2027 for study in Romania (Funded)",Opportunities For Africans Scholarships,Postgraduate/Masters,https://www.opportunitiesforafricans.com/romanian-government-undergraduate-masters-phd-scholarships-2026-2027/,,,,,,,,,,,,,,"Romanian Government (Undergraduate, Masters & PhD) Scholarships 2026/2027 for study in Romania (Funded)",,2026-02-23T16:14:10.836076,652b293819a6b7d7451733931c22197031845d899e3d14dc917d3dcd8b7d592a,True
